Student_ID,First_Name,Last_Name,Gender,Age,Department,Semester,Academic_Year,Financial_Aid,International,Physics,History,Algorithms,Business,Chemistry,Arts,Database,Semester_Average,Attendance_Perc,At_Risk,Languages,Statistics,Biology,Literature,Psychology,Economics,Programming,Mathematics
S10344,James,Garcia,Female,25,Arts,3,2024-2025,True,False,77.5,,,,,,77.6,74.2,93.3,False,69.6,,,70.8,,,,75.5
S10344,James,Garcia,Female,25,Arts,4,2024-2025,True,False,,,79.7,82.9,,79.8,82.0,79.0,81.6,False,74.1,73.7,,,,,80.5,
S10345,Emma,Davis,Male,22,Psychology,1,2018-2019,True,True,,,83.5,,79.0,70.2,71.6,76.4,82.8,False,78.1,74.4,,,77.7,,,
S10345,Emma,Davis,Male,22,Psychology,2,2018-2019,True,True,,,79.8,,,,71.9,75.5,88.3,False,,,79.1,,75.5,,75.9,71.0
S10345,Emma,Davis,Male,22,Psychology,3,2019-2020,True,True,,72.9,,,83.9,,,76.3,76.5,False,,,83.1,,,,71.1,70.5
S10345,Emma,Davis,Male,22,Psychology,4,2019-2020,True,True,,,,,,73.3,73.0,74.1,83.4,False,,76.8,,73.6,,,69.6,78.2
S10346,William,Jones,Female,25,Chemistry,1,2022-2023,False,False,,34.7,,,,,,40.1,59.8,True,,,46.7,40.5,42.9,35.7,,
S10346,William,Jones,Female,25,Chemistry,2,2022-2023,False,False,42.8,29.6,46.1,,,,42.0,40.3,63.9,True,36.0,,45.5,,,,,
S10346,William,Jones,Female,25,Chemistry,3,2023-2024,False,False,,,35.7,,36.6,38.0,45.5,39.5,63.0,True,,,,40.1,44.6,,35.7,
S10346,William,Jones,Female,25,Chemistry,4,2023-2024,False,False,,,37.2,,,,,40.4,71.4,True,43.8,,,44.2,,,33.0,43.7
S10347,James,Johnson,Female,25,Economics,1,2018-2019,False,True,,60.0,67.6,61.7,,,,67.5,87.0,False,,74.3,,,68.3,73.0,,
S10347,James,Johnson,Female,25,Economics,2,2018-2019,False,True,,69.2,,65.6,,,56.8,65.7,84.3,False,,,,66.6,64.9,64.0,72.7,
S10347,James,Johnson,Female,25,Economics,3,2019-2020,False,True,,,,62.6,,,,63.8,78.6,False,,62.8,67.8,70.1,63.8,,55.4,
S10347,James,Johnson,Female,25,Economics,4,2019-2020,False,True,,,,,,65.9,,67.6,80.8,False,68.4,,,64.2,,75.3,64.0,
S10348,Amelia,Lopez,Male,18,Economics,1,2023-2024,True,True,,,,,54.4,54.5,52.8,53.8,64.7,False,,,,53.2,,54.3,,
S10348,Amelia,Lopez,Male,18,Economics,2,2023-2024,True,True,,51.1,46.7,,,46.7,,49.5,76.0,True,,54.3,,48.8,,,55.4,43.8
S10348,Amelia,Lopez,Male,18,Economics,3,2024-2025,True,True,,45.4,,45.0,52.9,,61.1,52.3,72.2,False,,56.6,,,,53.4,,51.9
S10348,Amelia,Lopez,Male,18,Economics,4,2024-2025,True,True,,50.0,54.3,53.3,,,,50.9,78.5,False,50.4,,,46.6,,,,
S10349,Elijah,Brown,Male,20,Economics,1,2022-2023,False,False,,76.2,,70.0,,66.2,,70.1,92.5,False,,73.4,,,,68.3,,66.4
S10349,Elijah,Brown,Male,20,Economics,2,2022-2023,False,False,,,,,,72.5,66.7,71.9,76.4,False,79.4,,,,,73.0,65.0,74.6
S10349,Elijah,Brown,Male,20,Economics,3,2023-2024,False,False,,,,,,75.4,,69.8,78.4,False,,,,59.3,79.1,69.4,65.9,
S10349,Elijah,Brown,Male,20,Economics,4,2023-2024,False,False,73.1,,79.6,71.0,,,,72.8,90.3,False,75.0,,,,68.7,69.6,,
S10350,Noah,Miller,Male,20,Psychology,1,2021-2022,True,True,65.5,,,57.7,,67.7,64.8,65.5,88.2,False,,,,,,63.9,67.8,71.0
S10350,Noah,Miller,Male,20,Psychology,2,2021-2022,True,True,,,77.5,,,,64.9,68.6,83.8,False,,68.8,,64.7,68.7,,,66.8
S10350,Noah,Miller,Male,20,Psychology,3,2022-2023,True,True,,,70.4,,,64.4,,69.3,73.6,False,80.7,,,71.7,65.8,,62.6,
S10350,Noah,Miller,Male,20,Psychology,4,2022-2023,True,True,67.6,54.6,,62.5,69.8,,,65.8,76.4,False,,70.6,,,,66.8,,69.0
S10351,James,Martinez,Female,24,Computer Science,1,2023-2024,True,True,45.2,48.4,57.9,49.1,,51.9,,52.0,68.2,False,,,,,59.4,,,
S10351,James,Martinez,Female,24,Computer Science,2,2023-2024,True,True,,,65.7,,,,,56.3,69.2,False,52.0,54.2,56.2,,50.9,58.8,,
S10351,James,Martinez,Female,24,Computer Science,3,2024-2025,True,True,,47.2,61.0,,,53.9,,53.7,73.1,False,,51.5,,,,55.1,,
S10351,James,Martinez,Female,24,Computer Science,4,2024-2025,True,True,57.0,61.8,,,,51.1,58.5,55.6,78.3,False,,,,,,49.5,,
S10352,Ava,Lopez,Male,19,Business,1,2019-2020,False,False,,,,,,,82.1,78.6,91.3,False,,,84.0,70.2,,75.1,81.7,
S10352,Ava,Lopez,Male,19,Business,2,2019-2020,False,False,,77.4,,91.4,,,,84.4,93.3,False,,,90.2,,83.2,80.0,,
S10352,Ava,Lopez,Male,19,Business,3,2020-2021,False,False,,90.1,,,79.3,,82.2,84.1,94.4,False,81.6,85.8,,84.4,85.3,,,
S10352,Ava,Lopez,Male,19,Business,4,2020-2021,False,False,76.2,97.2,,,85.7,83.7,,83.4,83.4,False,,,,,75.5,86.3,,79.4
S10353,Noah,Davis,Male,22,Engineering,1,2022-2023,False,False,68.7,67.5,,,74.2,,67.1,70.2,84.7,False,64.6,,,,79.4,,,
S10353,Noah,Davis,Male,22,Engineering,2,2022-2023,False,False,,,,70.3,,,70.3,72.0,83.0,False,,,74.0,75.3,,,,70.2
S10353,Noah,Davis,Male,22,Engineering,3,2023-2024,False,False,76.4,,,68.8,,,,70.3,82.0,False,74.8,,,69.1,61.3,,,71.2
S10353,Noah,Davis,Male,22,Engineering,4,2023-2024,False,False,,59.2,,65.4,68.2,,72.2,66.7,86.4,False,,67.2,,,,70.8,64.0,
S10354,Oliver,Miller,Male,23,Economics,1,2021-2022,True,False,,25.5,16.2,,32.4,29.1,,27.5,67.1,True,,,,,,33.1,,28.6
S10354,Oliver,Miller,Male,23,Economics,2,2021-2022,True,False,23.2,31.3,,,,26.9,31.1,26.4,54.8,True,,,23.8,22.4,,,,
S10354,Oliver,Miller,Male,23,Economics,3,2022-2023,True,False,,,,25.6,32.3,,,24.5,53.2,True,,,21.0,,27.2,19.0,,22.0
S10354,Oliver,Miller,Male,23,Economics,4,2022-2023,True,False,,34.6,24.1,,,23.3,,29.4,58.1,True,,29.1,30.7,34.9,,,,
S10355,Oliver,Martinez,Male,20,Economics,1,2018-2019,True,False,,,,,49.9,,43.9,48.6,73.5,True,,,50.7,,51.7,,,46.7
S10355,Oliver,Martinez,Male,20,Economics,2,2018-2019,True,False,,44.5,,,,47.0,45.4,45.0,70.7,True,40.0,42.9,,,,50.1,,
S10355,Oliver,Martinez,Male,20,Economics,3,2019-2020,True,False,,,,,,46.9,50.5,48.2,70.2,True,48.7,51.2,45.9,,,49.7,,44.6
S10355,Oliver,Martinez,Male,20,Economics,4,2019-2020,True,False,44.9,,,,42.9,44.8,,48.0,73.7,True,49.2,46.0,,,,56.6,51.4,
S10356,Liam,Williams,Female,20,Business,1,2021-2022,False,True,66.7,,,,,66.9,,67.0,85.2,False,64.7,,,70.9,,65.7,,
S10356,Liam,Williams,Female,20,Business,2,2021-2022,False,True,,65.0,,,66.1,64.5,,65.0,76.2,False,,62.0,,,,66.5,65.6,
S10356,Liam,Williams,Female,20,Business,3,2022-2023,False,True,,,58.0,60.0,64.1,,,61.6,78.6,False,,60.6,,,65.5,,,
S10356,Liam,Williams,Female,20,Business,4,2022-2023,False,True,,74.5,72.8,,60.1,70.4,,66.4,89.4,False,,,,,67.2,,53.2,
S10357,Oliver,Miller,Female,20,Engineering,1,2023-2024,True,True,,54.3,,,,51.2,51.9,50.7,70.2,False,,52.7,,50.8,,,49.9,44.4
S10357,Oliver,Miller,Female,20,Engineering,2,2023-2024,True,True,,,,47.5,47.9,54.8,,52.5,64.5,False,,55.3,56.8,,,,,
S10357,Oliver,Miller,Female,20,Engineering,3,2024-2025,True,True,,53.7,,,55.9,,,55.8,71.5,False,56.4,61.0,52.0,,,,,
S10357,Oliver,Miller,Female,20,Engineering,4,2024-2025,True,True,53.3,56.0,51.4,46.8,,,,50.9,70.2,False,,53.2,,,,,44.2,51.6
S10358,James,Jones,Male,20,Economics,1,2021-2022,True,False,,91.0,,92.5,,94.4,,94.8,89.4,False,,,,,100.0,,96.1,94.8
S10358,James,Jones,Male,20,Economics,2,2021-2022,True,False,,,,91.9,,,98.2,91.7,91.7,False,85.1,,,,,92.9,,90.3
S10358,James,Jones,Male,20,Economics,3,2022-2023,True,False,,99.6,,,,,100.0,97.7,87.4,False,,,,95.8,,99.0,,94.1
S10358,James,Jones,Male,20,Economics,4,2022-2023,True,False,85.2,,98.6,,100.0,,97.6,94.3,95.7,False,90.8,93.3,,,,,,94.5
S10359,Emma,Davis,Male,21,Psychology,1,2022-2023,False,False,,61.2,61.6,,,62.7,,63.8,83.3,False,,60.1,69.5,,,67.5,,
S10359,Emma,Davis,Male,21,Psychology,2,2022-2023,False,False,,,67.0,,63.5,75.1,59.5,65.8,83.5,False,,68.0,,,,65.2,62.4,
S10359,Emma,Davis,Male,21,Psychology,3,2023-2024,False,False,,71.1,,78.1,,71.1,70.3,70.3,76.0,False,,,,,65.5,,,65.6
S10359,Emma,Davis,Male,21,Psychology,4,2023-2024,False,False,,65.6,64.3,,,,,66.6,68.2,False,75.4,69.2,64.6,60.2,,,,66.8
S10360,Charlotte,Davis,Female,25,Engineering,1,2019-2020,True,True,,,,,90.4,,,86.3,88.6,False,88.5,,83.2,82.6,80.7,,92.4,
S10360,Charlotte,Davis,Female,25,Engineering,2,2019-2020,True,True,,,,,75.6,85.0,84.6,84.8,90.6,False,90.9,82.8,84.6,,,90.2,,
S10360,Charlotte,Davis,Female,25,Engineering,3,2020-2021,True,True,,,,90.7,,,,84.4,90.0,False,85.0,81.2,82.3,,85.8,85.9,79.6,
S10360,Charlotte,Davis,Female,25,Engineering,4,2020-2021,True,True,,86.0,86.9,,,91.3,89.2,87.5,90.0,False,,,,85.0,,,84.0,90.2
S10361,Amelia,Brown,Female,18,Biology,1,2019-2020,False,True,56.1,64.9,,,,57.6,,61.3,83.8,False,67.9,59.9,,,,60.3,,62.2
S10361,Amelia,Brown,Female,18,Biology,2,2019-2020,False,True,64.0,,,54.8,,,,61.4,86.8,False,,63.7,,62.2,60.7,63.3,,
S10361,Amelia,Brown,Female,18,Biology,3,2020-2021,False,True,,,59.1,,62.0,63.4,59.7,61.3,82.6,False,64.8,,,60.8,,59.5,,
S10361,Amelia,Brown,Female,18,Biology,4,2020-2021,False,True,,,,,,58.4,,60.4,83.3,False,,,60.7,,64.7,57.1,,61.3
S10362,Amelia,Davis,Female,19,Arts,1,2018-2019,False,False,,99.4,77.3,,,79.7,,85.1,82.3,False,,,,94.6,,80.0,,79.5
S10362,Amelia,Davis,Female,19,Arts,2,2018-2019,False,False,,,,78.7,,77.2,,78.6,94.4,False,78.8,80.9,,,78.1,,,78.0
S10362,Amelia,Davis,Female,19,Arts,3,2019-2020,False,False,88.3,,,,82.7,,,84.5,83.8,False,,79.7,86.9,,,,84.8,
S10362,Amelia,Davis,Female,19,Arts,4,2019-2020,False,False,,,84.2,,,77.2,87.7,84.7,87.4,False,,76.3,,95.7,,,88.0,84.0
S10363,Isabella,Smith,Female,21,Psychology,1,2018-2019,True,False,,,49.8,,51.7,47.3,43.1,47.1,65.9,True,42.0,,,,45.7,,,50.0
S10363,Isabella,Smith,Female,21,Psychology,2,2018-2019,True,False,,,,,,,43.4,44.3,63.5,True,47.4,41.5,45.6,43.5,,,,
S10363,Isabella,Smith,Female,21,Psychology,3,2019-2020,True,False,,,,,,,54.6,51.3,74.9,False,47.6,47.4,,53.6,,,,53.2
S10363,Isabella,Smith,Female,21,Psychology,4,2019-2020,True,False,37.5,,,50.8,,,,45.5,73.4,True,,47.0,,45.0,,,,47.3
S10364,Emma,Davis,Female,23,Mathematics,1,2021-2022,True,True,,,,,50.0,49.1,54.0,48.0,66.4,True,,,,44.3,,,42.1,48.7
S10364,Emma,Davis,Female,23,Mathematics,2,2021-2022,True,True,49.9,,55.5,59.7,,,,48.9,71.8,True,,,47.1,41.3,,,,39.7
S10364,Emma,Davis,Female,23,Mathematics,3,2022-2023,True,True,,48.7,,,46.3,50.3,,48.9,72.2,True,,,54.8,,44.4,,,
S10364,Emma,Davis,Female,23,Mathematics,4,2022-2023,True,True,54.6,,56.8,47.0,41.0,43.1,53.2,48.9,66.2,True,,,46.5,,,,,
S10365,Noah,Lopez,Female,24,Physics,1,2022-2023,True,True,,25.1,40.0,,,,39.5,37.0,65.7,True,48.5,32.1,,,,,,
S10365,Noah,Lopez,Female,24,Physics,2,2022-2023,True,True,,40.9,,,41.4,,,41.2,63.6,True,,43.6,,,42.7,,,37.2
S10365,Noah,Lopez,Female,24,Physics,3,2023-2024,True,True,,,,44.2,32.6,,,34.4,68.4,True,,,31.8,32.1,31.5,,,
S10365,Noah,Lopez,Female,24,Physics,4,2023-2024,True,True,,,36.9,38.4,,39.3,37.8,39.9,78.6,True,,45.9,42.2,,,,38.6,
S10366,Noah,Smith,Female,22,Arts,1,2022-2023,True,False,,47.1,,43.3,36.4,,,46.5,72.4,True,,,39.6,57.8,,49.0,,52.1
S10366,Noah,Smith,Female,22,Arts,2,2022-2023,True,False,,,,44.3,40.1,,40.2,44.0,84.3,True,47.8,44.7,,,,,47.6,43.3
S10366,Noah,Smith,Female,22,Arts,3,2023-2024,True,False,,47.2,47.3,,,,34.6,43.3,72.3,True,,,49.8,,,39.3,41.5,
S10366,Noah,Smith,Female,22,Arts,4,2023-2024,True,False,,51.4,44.3,48.2,,,,47.2,72.8,True,,43.8,,47.8,,,45.3,49.9
S10367,Elijah,Jones,Female,22,Business,1,2023-2024,True,True,75.7,,85.0,80.5,73.1,80.9,80.0,78.6,77.8,False,,,,,,,74.8,
S10367,Elijah,Jones,Female,22,Business,2,2023-2024,True,True,,,,84.7,78.5,78.1,,80.5,93.9,False,,84.7,,81.4,,,75.7,
S10367,Elijah,Jones,Female,22,Business,3,2024-2025,True,True,,75.7,,,,,77.8,79.0,93.4,False,,,80.9,,,80.0,80.5,
S10367,Elijah,Jones,Female,22,Business,4,2024-2025,True,True,,85.8,,,,,81.3,79.0,93.0,False,,,81.4,77.0,,69.6,,
S10368,Amelia,Miller,Male,22,Physics,1,2023-2024,True,True,,68.0,66.2,,,57.9,,66.1,78.8,False,,,,67.6,,70.6,,
S10368,Amelia,Miller,Male,22,Physics,2,2023-2024,True,True,59.9,57.6,,,,53.9,,58.1,72.3,False,55.9,,,,63.1,,,
S10368,Amelia,Miller,Male,22,Physics,3,2024-2025,True,True,,59.2,,,60.5,,,61.6,74.3,False,,62.9,58.5,,,,61.4,66.9
S10368,Amelia,Miller,Male,22,Physics,4,2024-2025,True,True,60.4,,,63.2,,,59.7,61.8,79.4,False,,,,,,71.3,62.6,53.9
S10369,Olivia,Lopez,Female,21,Psychology,1,2021-2022,True,False,68.5,,64.6,,52.9,,,60.5,85.1,False,,56.9,68.4,55.3,56.8,,,
S10369,Olivia,Lopez,Female,21,Psychology,2,2021-2022,True,False,,,62.4,,,,52.6,61.3,82.4,False,,64.6,,,,,61.1,65.9
S10369,Olivia,Lopez,Female,21,Psychology,3,2022-2023,True,False,,,,,,60.9,58.2,62.3,73.7,False,65.1,,61.5,65.8,,,,
S10369,Olivia,Lopez,Female,21,Psychology,4,2022-2023,True,False,,,58.6,,,,66.7,59.6,75.4,False,,62.1,,56.6,,,53.8,
S10370,Charlotte,Miller,Female,25,Mathematics,1,2023-2024,True,False,80.7,,84.2,,76.1,,72.4,78.6,83.4,False,,,,,,,79.4,
S10370,Charlotte,Miller,Female,25,Mathematics,2,2023-2024,True,False,85.6,,,,84.6,72.1,,80.4,87.2,False,,,77.7,,86.3,77.7,,79.0
S10370,Charlotte,Miller,Female,25,Mathematics,3,2024-2025,True,False,,,74.9,,91.0,77.5,,81.0,90.7,False,82.9,83.7,,69.9,,87.2,,
S10370,Charlotte,Miller,Female,25,Mathematics,4,2024-2025,True,False,,,,76.7,,,80.4,81.0,83.2,False,,78.2,,,83.2,,86.6,
S10371,Isabella,Lopez,Female,23,Engineering,1,2021-2022,False,True,71.9,,67.2,54.2,,58.6,,59.6,78.4,False,,,,51.7,60.1,,53.8,
S10371,Isabella,Lopez,Female,23,Engineering,2,2021-2022,False,True,,,60.4,,61.7,,,61.6,81.4,False,,65.1,68.8,,51.5,61.5,,62.4
S10371,Isabella,Lopez,Female,23,Engineering,3,2022-2023,False,True,54.0,57.8,,,55.8,,,55.3,70.3,False,49.9,,,,,59.2,,
S10371,Isabella,Lopez,Female,23,Engineering,4,2022-2023,False,True,,,,58.7,45.2,,63.0,56.4,85.7,False,58.8,56.4,,,,,,
S10372,Amelia,Lopez,Male,25,Economics,1,2018-2019,False,True,,42.4,,45.6,47.7,,,49.5,72.0,True,,,,54.6,47.6,,50.4,58.1
S10372,Amelia,Lopez,Male,25,Economics,2,2018-2019,False,True,51.3,,,,,,,46.8,77.8,True,,,40.2,48.8,48.9,45.0,,
S10372,Amelia,Lopez,Male,25,Economics,3,2019-2020,False,True,,38.5,44.1,,,,,46.2,74.4,True,,,49.1,49.0,49.7,,,46.8
S10372,Amelia,Lopez,Male,25,Economics,4,2019-2020,False,True,,,,57.7,,51.9,48.1,52.5,77.0,False,,57.5,45.2,,54.4,,,
S10373,Sophia,Brown,Female,22,Economics,1,2020-2021,False,True,,22.5,,,,22.9,,25.2,63.5,True,28.6,26.4,26.4,,,24.7,,
S10373,Sophia,Brown,Female,22,Economics,2,2020-2021,False,True,,20.5,17.0,,,,,19.3,57.1,True,,,19.6,,10.7,,,28.5
S10373,Sophia,Brown,Female,22,Economics,3,2021-2022,False,True,10.4,,23.1,,14.8,,,18.3,62.0,True,22.6,12.3,,26.4,,,,
S10373,Sophia,Brown,Female,22,Economics,4,2021-2022,False,True,16.2,,,9.8,,18.1,,15.5,57.0,True,,,16.0,17.2,,,,
S10374,Oliver,Davis,Female,18,Computer Science,1,2018-2019,False,True,,60.5,,74.2,68.6,,,68.2,88.6,False,,67.6,,,70.2,,,
S10374,Oliver,Davis,Female,18,Computer Science,2,2018-2019,False,True,,,,,,,,72.9,79.6,False,73.3,67.9,,72.2,,,80.4,70.9
S10374,Oliver,Davis,Female,18,Computer Science,3,2019-2020,False,True,74.0,72.6,,67.9,,,,70.5,84.3,False,71.0,68.6,68.3,71.4,,,,
S10374,Oliver,Davis,Female,18,Computer Science,4,2019-2020,False,True,,73.2,,,80.7,,77.2,74.0,78.7,False,,70.5,,,72.7,69.9,,
S10375,Liam,Williams,Female,25,Computer Science,1,2021-2022,True,True,60.9,,,,,67.9,,65.1,78.0,False,58.6,68.3,,,,,69.6,65.1
S10375,Liam,Williams,Female,25,Computer Science,2,2021-2022,True,True,,,79.4,,66.0,64.4,69.3,70.6,89.3,False,,,,,,,73.7,
S10375,Liam,Williams,Female,25,Computer Science,3,2022-2023,True,True,62.4,61.6,,65.2,64.5,65.0,,64.3,77.3,False,,66.8,,,,,,64.6
S10375,Liam,Williams,Female,25,Computer Science,4,2022-2023,True,True,,,,,,71.7,,71.3,80.5,False,,75.2,66.8,,,67.7,,75.1
S10376,Charlotte,Jones,Male,22,Mathematics,1,2023-2024,False,False,,51.5,54.8,,52.0,51.8,,53.9,77.0,False,,,,53.9,,,,59.3
S10376,Charlotte,Jones,Male,22,Mathematics,2,2023-2024,False,False,,49.3,55.8,,,,60.8,53.9,73.8,False,,53.2,,,,49.2,55.1,
S10376,Charlotte,Jones,Male,22,Mathematics,3,2024-2025,False,False,,,,,52.3,62.3,51.9,57.3,76.8,False,63.2,,56.7,,,,58.8,55.6
S10376,Charlotte,Jones,Male,22,Mathematics,4,2024-2025,False,False,49.1,,,59.3,62.9,,46.1,56.6,71.0,False,,,59.2,60.8,,,58.9,
S10377,Liam,Garcia,Male,18,Psychology,1,2023-2024,False,True,,,55.2,54.2,46.2,51.1,,49.3,79.0,True,,47.4,,,,45.6,45.6,
S10377,Liam,Garcia,Male,18,Psychology,2,2023-2024,False,True,,52.2,,,53.1,,50.3,51.6,70.7,False,,,52.5,,,,,49.7
S10377,Liam,Garcia,Male,18,Psychology,3,2024-2025,False,True,,,,,,,,46.6,69.8,True,45.2,46.4,48.0,,42.3,46.5,,51.2
S10377,Liam,Garcia,Male,18,Psychology,4,2024-2025,False,True,45.7,42.3,52.6,51.5,,,,47.1,69.7,True,49.4,,,,,,41.3,
S10378,Sophia,Hernandez,Male,19,Computer Science,1,2019-2020,False,True,,54.9,54.2,,,55.9,,52.8,74.0,False,,46.0,,,,52.8,,
S10378,Sophia,Hernandez,Male,19,Computer Science,2,2019-2020,False,True,,,,,,,,53.7,67.7,False,48.8,,53.8,52.5,51.3,,,62.1
S10378,Sophia,Hernandez,Male,19,Computer Science,3,2020-2021,False,True,,,,,63.2,,59.9,55.3,72.3,False,,50.8,,53.4,,49.3,,
S10378,Sophia,Hernandez,Male,19,Computer Science,4,2020-2021,False,True,,54.4,55.2,,,49.6,,56.5,75.7,False,,,,,,64.7,58.4,
S10379,Olivia,Martinez,Male,25,Computer Science,1,2018-2019,False,True,56.7,,,63.6,63.9,72.6,72.2,67.2,85.5,False,,63.8,,,,,77.5,
S10379,Olivia,Martinez,Male,25,Computer Science,2,2018-2019,False,True,76.0,,78.9,66.1,66.7,,,72.6,93.6,False,,,,,,,73.2,74.5
S10379,Olivia,Martinez,Male,25,Computer Science,3,2019-2020,False,True,,75.8,79.9,,,59.9,72.3,71.7,84.0,False,69.9,72.2,,,,,72.2,
S10379,Olivia,Martinez,Male,25,Computer Science,4,2019-2020,False,True,,,78.2,,,72.1,72.7,70.4,84.7,False,56.6,,,,,72.9,70.1,
S10380,Sophia,Lopez,Male,25,Mathematics,1,2019-2020,False,True,65.2,64.5,,,,,,63.2,77.7,False,57.0,,,,64.0,65.3,,
S10380,Sophia,Lopez,Male,25,Mathematics,2,2019-2020,False,True,,64.6,,57.3,,65.9,59.2,63.6,84.0,False,,,,,,71.3,,63.4
S10380,Sophia,Lopez,Male,25,Mathematics,3,2020-2021,False,True,,,50.4,,64.1,66.9,,61.6,79.5,False,60.1,63.6,,,,,,64.8
S10380,Sophia,Lopez,Male,25,Mathematics,4,2020-2021,False,True,,,,70.5,,66.0,,65.2,75.6,False,,,61.7,66.2,,65.3,61.3,
S10381,Elijah,Johnson,Male,23,Economics,1,2020-2021,True,False,,,,,59.8,65.2,55.4,61.1,80.3,False,,,,,54.7,62.5,67.2,62.9
S10381,Elijah,Johnson,Male,23,Economics,2,2020-2021,True,False,,,66.8,58.9,,,,63.5,74.4,False,,66.7,65.0,,,,,60.2
S10381,Elijah,Johnson,Male,23,Economics,3,2021-2022,True,False,57.4,,60.6,,,,60.9,60.5,82.8,False,,,60.6,,61.0,62.3,,
S10381,Elijah,Johnson,Male,23,Economics,4,2021-2022,True,False,,,67.8,61.6,,,54.6,60.4,80.9,False,,57.5,,,,60.4,,
S10382,Amelia,Williams,Male,19,Business,1,2022-2023,True,True,,44.4,,45.2,,,48.5,42.4,69.6,True,33.5,,,41.2,41.6,,,
S10382,Amelia,Williams,Male,19,Business,2,2022-2023,True,True,,,41.8,,43.4,,,38.9,67.2,True,35.6,45.5,,36.2,,37.5,,32.2
S10382,Amelia,Williams,Male,19,Business,3,2023-2024,True,True,,38.0,,,,39.4,36.8,39.9,67.7,True,,34.9,41.4,42.7,45.9,,,
S10382,Amelia,Williams,Male,19,Business,4,2023-2024,True,True,,,47.8,,,,47.8,43.0,69.7,True,,51.4,37.6,,32.2,39.6,,44.8
S10383,James,Garcia,Male,20,Psychology,1,2022-2023,False,True,60.3,,59.0,,,,,62.2,73.2,False,59.5,,67.3,,,,59.8,67.3
S10383,James,Garcia,Male,20,Psychology,2,2022-2023,False,True,,,,,60.1,61.6,68.2,62.8,77.6,False,,,,54.3,69.6,,,
S10383,James,Garcia,Male,20,Psychology,3,2023-2024,False,True,,,55.1,,,,,62.5,75.8,False,65.5,57.6,59.7,70.6,,65.3,63.6,
S10383,James,Garcia,Male,20,Psychology,4,2023-2024,False,True,67.7,,60.4,,71.0,,57.9,63.1,87.8,False,,,64.2,57.3,,,,
S10384,Liam,Johnson,Male,19,Arts,1,2023-2024,False,False,,,,79.1,73.6,70.3,72.3,73.5,69.0,False,,,,,,,,72.3
S10384,Liam,Johnson,Male,19,Arts,2,2023-2024,False,False,72.2,77.3,74.1,,,,,74.8,86.8,False,,,,,80.5,,75.0,69.5
S10384,Liam,Johnson,Male,19,Arts,3,2024-2025,False,False,75.3,78.4,,71.5,,73.4,,72.0,78.9,False,,,,,,66.0,67.5,
S10384,Liam,Johnson,Male,19,Arts,4,2024-2025,False,False,71.5,,69.8,75.1,,,73.7,71.5,77.1,False,,,,,63.1,75.9,,
S10385,Sophia,Garcia,Male,21,Biology,1,2023-2024,True,True,,50.8,,55.2,,,,53.7,76.1,False,,,52.1,,,57.6,,52.9
S10385,Sophia,Garcia,Male,21,Biology,2,2023-2024,True,True,54.8,,,58.2,,,,55.2,77.1,False,,,,53.0,52.4,57.6,,
S10385,Sophia,Garcia,Male,21,Biology,3,2024-2025,True,True,47.3,58.0,54.3,,,49.2,,52.3,78.7,False,,47.6,,,,57.2,,
S10385,Sophia,Garcia,Male,21,Biology,4,2024-2025,True,True,,44.8,,54.5,,,,53.2,67.1,False,,,,53.6,54.7,,58.5,
S10386,Isabella,Martinez,Female,18,Biology,1,2019-2020,True,False,,,45.8,,,45.1,,50.6,79.3,False,,,49.0,59.1,45.9,,50.8,58.4
S10386,Isabella,Martinez,Female,18,Biology,2,2019-2020,True,False,,,,,,53.4,,51.9,73.0,False,56.3,56.2,45.3,,,48.2,,
S10386,Isabella,Martinez,Female,18,Biology,3,2020-2021,True,False,,,57.3,50.9,,49.7,,48.4,76.6,True,,,,49.7,46.5,,45.6,39.3
S10386,Isabella,Martinez,Female,18,Biology,4,2020-2021,True,False,58.3,42.0,63.1,,,,52.7,55.3,67.0,False,,,,,46.8,60.7,,63.5
S10387,Ava,Hernandez,Male,21,Engineering,1,2021-2022,True,True,,79.4,,79.4,,,,79.5,90.8,False,84.4,,78.3,74.0,,,,81.6
S10387,Ava,Hernandez,Male,21,Engineering,2,2021-2022,True,True,,80.8,78.1,,,,81.3,81.5,70.6,False,,,82.5,,,84.6,,
S10387,Ava,Hernandez,Male,21,Engineering,3,2022-2023,True,True,,74.7,,,82.7,78.0,83.8,79.9,91.6,False,,,,,77.7,85.0,,77.6
S10387,Ava,Hernandez,Male,21,Engineering,4,2022-2023,True,True,,78.5,,,,,71.3,78.1,77.9,False,,84.2,,,78.2,78.5,76.9,79.1
S10388,James,Hernandez,Male,18,Economics,1,2020-2021,True,False,,97.3,,85.5,,,,92.0,93.3,False,,92.5,95.2,,,89.4,,
S10388,James,Hernandez,Male,18,Economics,2,2020-2021,True,False,99.6,,92.5,95.0,95.2,,,95.7,93.5,False,,,,,97.7,,89.8,100.0
S10388,James,Hernandez,Male,18,Economics,3,2021-2022,True,False,95.6,98.3,,,,,92.1,96.0,97.1,False,95.3,,,98.3,96.1,,,
S10388,James,Hernandez,Male,18,Economics,4,2021-2022,True,False,91.4,97.1,,90.8,92.4,,,89.0,100.0,False,,,,88.1,,78.9,,84.5
S10389,Oliver,Miller,Female,20,Engineering,1,2018-2019,True,True,88.7,87.8,84.8,,86.4,,89.2,87.4,90.6,False,,,,,,,,
